assignment_id,section_id,course_id,title,type,description,total_points,due_date,created_date,status
ASG000974,SEC000022,MUS295,Midterm 3,Presentation,Assignment covering course materials and objectives.,25,2024-06-09,2024-03-04,Active
ASG000975,SEC000371,ENG533,Lab 8,Presentation,Assignment covering course materials and objectives.,10,2025-09-29,2025-02-25,Draft
ASG000976,SEC000119,NURS505,Midterm 3,Essay,Assignment covering course materials and objectives.,10,2024-02-26,2025-08-10,Active
ASG000977,SEC000083,BUS193,Quiz 6,Presentation,Assignment covering course materials and objectives.,100,2024-07-18,2024-07-02,Active
ASG000978,SEC000192,CHEM422,Homework 7,Essay,Assignment covering course materials and objectives.,10,2025-02-10,2025-08-04,Draft
ASG000979,SEC000322,CHEM168,Quiz 6,Final,Assignment covering course materials and objectives.,100,2024-09-16,2024-10-06,Active
ASG000980,SEC000065,MUS336,Project 7,Lab,Assignment covering course materials and objectives.,100,2024-09-27,2024-03-14,Active
ASG000981,SEC000381,PHYS456,Homework 1,Exam,Assignment covering course materials and objectives.,10,2025-07-04,2025-08-06,Draft
ASG000982,SEC000252,CHEM347,Presentation 1,Lab,Assignment covering course materials and objectives.,10,2025-02-25,2024-05-27,Active
ASG000983,SEC000096,BIO481,Quiz 6,Quiz,Assignment covering course materials and objectives.,50,2024-11-18,2024-05-07,Draft
ASG000984,SEC000243,ART132,Exam 7,Homework,Assignment covering course materials and objectives.,25,2025-06-19,2025-03-16,Active
ASG000985,SEC000120,MATH373,Quiz 5,Project,Assignment covering course materials and objectives.,25,2024-07-01,2024-07-02,Active
ASG000986,SEC000254,BIO547,Homework 5,Project,Assignment covering course materials and objectives.,10,2025-12-02,2024-02-16,Draft
ASG000987,SEC000235,ENG247,Exam 3,Exam,Assignment covering course materials and objectives.,100,2025-04-22,2024-09-16,Active
ASG000988,SEC000260,CHEM148,Project 7,Midterm,Assignment covering course materials and objectives.,25,2024-06-17,2025-07-07,Draft
ASG000989,SEC000017,BUS310,Quiz 8,Presentation,Assignment covering course materials and objectives.,50,2025-11-14,2025-06-26,Draft
ASG000990,SEC000110,MUS524,Final 1,Quiz,Assignment covering course materials and objectives.,10,2024-03-06,2024-07-30,Active
ASG000991,SEC000335,MUS358,Essay 3,Exam,Assignment covering course materials and objectives.,20,2025-06-26,2024-08-15,Active
ASG000992,SEC000085,PSYC562,Exam 4,Midterm,Assignment covering course materials and objectives.,50,2024-12-09,2024-02-15,Active
ASG000993,SEC000147,CS384,Final 1,Presentation,Assignment covering course materials and objectives.,20,2025-10-06,2024-07-10,Active
ASG000994,SEC000143,PHYS329,Final 7,Final,Assignment covering course materials and objectives.,25,2025-02-23,2024-02-05,Active
ASG000995,SEC000057,PHYS484,Exam 7,Quiz,Assignment covering course materials and objectives.,50,2025-01-10,2024-11-28,Active
ASG000996,SEC000067,HIST104,Midterm 4,Project,Assignment covering course materials and objectives.,100,2025-08-07,2025-04-25,Active
ASG000997,SEC000068,CHEM309,Quiz 5,Presentation,Assignment covering course materials and objectives.,10,2025-01-29,2025-09-19,Active
ASG000998,SEC000160,HIST307,Midterm 7,Quiz,Assignment covering course materials and objectives.,10,2024-06-01,2025-09-17,Draft
ASG000999,SEC000339,PHYS261,Essay 5,Lab,Assignment covering course materials and objectives.,10,2025-08-24,2024-02-15,Active
ASG001000,SEC000102,ECON404,Midterm 8,Homework,Assignment covering course materials and objectives.,20,2025-09-24,2025-11-07,Draft
ASG001001,SEC000235,ENG247,Homework 6,Homework,Assignment covering course materials and objectives.,20,2024-11-25,2025-02-27,Active
ASG001002,SEC000122,ART168,Midterm 3,Lab,Assignment covering course materials and objectives.,50,2025-11-14,2024-10-01,Active
ASG001003,SEC000204,MATH497,Homework 5,Final,Assignment covering course materials and objectives.,25,2024-03-29,2024-03-28,Active
ASG001004,SEC000208,CS149,Essay 7,Project,Assignment covering course materials and objectives.,20,2024-07-09,2025-11-20,Draft
ASG001005,SEC000249,ART425,Quiz 2,Quiz,Assignment covering course materials and objectives.,50,2025-06-04,2024-12-10,Active
ASG001006,SEC000093,EDUC375,Essay 3,Midterm,Assignment covering course materials and objectives.,20,2025-08-18,2024-03-20,Draft
ASG001007,SEC000306,EDUC373,Lab 3,Exam,Assignment covering course materials and objectives.,20,2025-09-13,2024-05-25,Active
ASG001008,SEC000127,CHEM493,Final 5,Quiz,Assignment covering course materials and objectives.,100,2025-03-29,2024-12-04,Draft
ASG001009,SEC000200,MUS358,Quiz 8,Presentation,Assignment covering course materials and objectives.,25,2025-11-26,2025-05-11,Active
ASG001010,SEC000082,HIST104,Lab 6,Final,Assignment covering course materials and objectives.,100,2024-08-29,2025-03-22,Draft
ASG001011,SEC000008,CHEM248,Midterm 4,Project,Assignment covering course materials and objectives.,25,2024-02-18,2025-06-10,Active
ASG001012,SEC000376,ART425,Project 8,Final,Assignment covering course materials and objectives.,20,2025-02-05,2025-10-12,Active
ASG001013,SEC000181,MUS278,Exam 7,Presentation,Assignment covering course materials and objectives.,100,2025-02-19,2025-01-26,Active
ASG001014,SEC000278,PHYS347,Homework 8,Essay,Assignment covering course materials and objectives.,50,2024-12-09,2024-09-01,Active
ASG001015,SEC000013,BUS287,Homework 3,Exam,Assignment covering course materials and objectives.,50,2025-01-08,2024-01-14,Active
ASG001016,SEC000355,ART343,Presentation 1,Lab,Assignment covering course materials and objectives.,50,2024-01-06,2025-09-25,Active
ASG001017,SEC000287,ART182,Homework 4,Project,Assignment covering course materials and objectives.,50,2024-03-30,2024-09-28,Active
ASG001018,SEC000350,ENG248,Quiz 4,Midterm,Assignment covering course materials and objectives.,25,2025-04-05,2024-06-29,Draft
ASG001019,SEC000292,MUS142,Project 3,Exam,Assignment covering course materials and objectives.,50,2025-12-21,2025-05-30,Active
ASG001020,SEC000293,EDUC384,Essay 5,Exam,Assignment covering course materials and objectives.,50,2025-03-02,2024-05-08,Active
ASG001021,SEC000374,ART182,Project 7,Final,Assignment covering course materials and objectives.,20,2024-05-24,2024-11-12,Active
ASG001022,SEC000348,PSYC342,Midterm 3,Final,Assignment covering course materials and objectives.,10,2025-09-23,2024-12-19,Active
ASG001023,SEC000323,ENG238,Presentation 2,Final,Assignment covering course materials and objectives.,10,2025-08-26,2025-06-02,Active
ASG001024,SEC000308,PHYS329,Final 1,Lab,Assignment covering course materials and objectives.,10,2025-10-01,2024-07-31,Active
ASG001025,SEC000202,MUS103,Exam 8,Exam,Assignment covering course materials and objectives.,25,2024-11-05,2024-12-03,Active
ASG001026,SEC000096,BIO481,Midterm 6,Lab,Assignment covering course materials and objectives.,20,2025-02-03,2025-05-15,Active
ASG001027,SEC000069,MUS434,Midterm 3,Exam,Assignment covering course materials and objectives.,20,2024-04-14,2024-11-18,Active
ASG001028,SEC000122,ART168,Exam 6,Homework,Assignment covering course materials and objectives.,10,2025-02-05,2025-09-25,Active
ASG001029,SEC000398,EDUC302,Exam 8,Lab,Assignment covering course materials and objectives.,25,2024-04-08,2024-03-28,Draft
ASG001030,SEC000174,BUS362,Quiz 7,Homework,Assignment covering course materials and objectives.,100,2025-02-12,2024-06-26,Active
ASG001031,SEC000304,ECON277,Essay 2,Project,Assignment covering course materials and objectives.,20,2025-08-18,2025-03-11,Draft
ASG001032,SEC000370,PHYS329,Homework 6,Midterm,Assignment covering course materials and objectives.,25,2024-06-01,2025-10-18,Draft
ASG001033,SEC000203,CS267,Lab 8,Quiz,Assignment covering course materials and objectives.,10,2025-06-08,2024-03-28,Active
ASG001034,SEC000069,MUS434,Homework 8,Exam,Assignment covering course materials and objectives.,20,2025-08-10,2024-05-01,Active
ASG001035,SEC000276,CS384,Lab 7,Essay,Assignment covering course materials and objectives.,25,2024-02-25,2025-02-24,Active
ASG001036,SEC000222,PSYC215,Final 6,Quiz,Assignment covering course materials and objectives.,50,2025-04-14,2025-03-06,Active
ASG001037,SEC000182,EDUC170,Quiz 7,Presentation,Assignment covering course materials and objectives.,100,2025-03-29,2025-02-19,Active
ASG001038,SEC000380,CHEM347,Exam 3,Project,Assignment covering course materials and objectives.,50,2024-10-08,2024-11-09,Active
ASG001039,SEC000352,HIST249,Quiz 5,Project,Assignment covering course materials and objectives.,50,2025-11-13,2024-01-05,Active
ASG001040,SEC000101,BUS362,Lab 3,Lab,Assignment covering course materials and objectives.,100,2024-04-16,2025-03-04,Active
ASG001041,SEC000221,ENG333,Project 2,Midterm,Assignment covering course materials and objectives.,50,2025-04-25,2024-10-05,Active
ASG001042,SEC000076,EDUC375,Exam 3,Quiz,Assignment covering course materials and objectives.,20,2025-11-27,2024-11-04,Active
ASG001043,SEC000331,CS428,Quiz 8,Project,Assignment covering course materials and objectives.,100,2024-04-04,2025-11-15,Active
ASG001044,SEC000120,MATH373,Lab 8,Project,Assignment covering course materials and objectives.,10,2025-04-09,2024-11-30,Active
ASG001045,SEC000017,BUS310,Exam 6,Final,Assignment covering course materials and objectives.,20,2025-07-26,2024-11-30,Active
ASG001046,SEC000260,CHEM148,Project 4,Exam,Assignment covering course materials and objectives.,50,2024-04-13,2024-01-25,Active
ASG001047,SEC000161,PSYC215,Project 6,Quiz,Assignment covering course materials and objectives.,20,2024-11-21,2025-10-27,Draft
ASG001048,SEC000375,ECON400,Project 5,Project,Assignment covering course materials and objectives.,10,2025-12-14,2025-03-26,Active
ASG001049,SEC000310,ENG247,Quiz 7,Project,Assignment covering course materials and objectives.,20,2024-12-22,2024-09-24,Draft
ASG001050,SEC000322,CHEM168,Quiz 6,Lab,Assignment covering course materials and objectives.,20,2024-09-05,2025-10-16,Active
ASG001051,SEC000166,ECON323,Lab 2,Midterm,Assignment covering course materials and objectives.,50,2025-07-11,2025-08-08,Active
ASG001052,SEC000353,HIST104,Exam 1,Presentation,Assignment covering course materials and objectives.,100,2024-05-16,2025-08-06,Active
ASG001053,SEC000175,HIST307,Final 1,Exam,Assignment covering course materials and objectives.,100,2024-11-06,2024-12-20,Draft
ASG001054,SEC000061,CHEM241,Final 7,Quiz,Assignment covering course materials and objectives.,100,2025-11-10,2025-10-21,Active
ASG001055,SEC000219,ART182,Exam 6,Lab,Assignment covering course materials and objectives.,100,2025-09-11,2024-07-19,Active
ASG001056,SEC000155,MATH373,Essay 4,Presentation,Assignment covering course materials and objectives.,25,2024-04-12,2024-07-24,Active
ASG001057,SEC000265,PSYC408,Presentation 2,Project,Assignment covering course materials and objectives.,50,2025-04-22,2025-12-09,Active
ASG001058,SEC000198,CS237,Quiz 7,Quiz,Assignment covering course materials and objectives.,50,2024-01-12,2024-11-22,Active
ASG001059,SEC000124,MATH255,Project 8,Homework,Assignment covering course materials and objectives.,50,2025-11-15,2025-12-11,Active
ASG001060,SEC000196,MUS402,Midterm 2,Exam,Assignment covering course materials and objectives.,50,2025-12-18,2024-09-22,Draft
ASG001061,SEC000003,ECON554,Presentation 6,Project,Assignment covering course materials and objectives.,10,2024-06-27,2024-04-20,Draft
ASG001062,SEC000271,ART367,Lab 1,Presentation,Assignment covering course materials and objectives.,100,2025-04-06,2024-05-23,Draft
ASG001063,SEC000229,BIO561,Exam 1,Lab,Assignment covering course materials and objectives.,10,2025-07-21,2025-03-16,Active
ASG001064,SEC000314,PSYC352,Project 2,Quiz,Assignment covering course materials and objectives.,50,2025-03-30,2025-07-19,Draft
ASG001065,SEC000161,PSYC215,Final 7,Lab,Assignment covering course materials and objectives.,50,2024-09-21,2024-01-15,Active
ASG001066,SEC000312,CHEM493,Exam 6,Essay,Assignment covering course materials and objectives.,20,2024-05-03,2025-04-08,Active
ASG001067,SEC000168,CHEM309,Homework 5,Presentation,Assignment covering course materials and objectives.,10,2025-03-20,2024-04-24,Active
ASG001068,SEC000362,MATH533,Project 5,Homework,Assignment covering course materials and objectives.,20,2025-09-09,2025-04-22,Active
ASG001069,SEC000194,ENG247,Midterm 6,Lab,Assignment covering course materials and objectives.,25,2025-03-26,2025-03-04,Active
ASG001070,SEC000298,EDUC397,Lab 2,Lab,Assignment covering course materials and objectives.,20,2024-12-30,2025-11-06,Active
ASG001071,SEC000316,PHYS424,Essay 7,Project,Assignment covering course materials and objectives.,50,2025-11-24,2024-02-27,Active
ASG001072,SEC000261,MATH497,Essay 6,Exam,Assignment covering course materials and objectives.,100,2025-06-19,2024-07-09,Active
ASG001073,SEC000060,NURS155,Project 3,Presentation,Assignment covering course materials and objectives.,50,2025-06-08,2024-08-09,Active
ASG001074,SEC000104,ECON225,Essay 6,Quiz,Assignment covering course materials and objectives.,100,2025-04-19,2025-04-22,Draft
ASG001075,SEC000127,CHEM493,Final 6,Final,Assignment covering course materials and objectives.,50,2025-12-21,2025-11-04,Active
ASG001076,SEC000073,NURS238,Essay 5,Project,Assignment covering course materials and objectives.,50,2025-12-09,2025-02-20,Active
ASG001077,SEC000216,ECON289,Presentation 3,Final,Assignment covering course materials and objectives.,50,2024-04-09,2024-03-19,Draft
ASG001078,SEC000060,NURS155,Presentation 6,Project,Assignment covering course materials and objectives.,25,2025-09-03,2024-12-06,Active
ASG001079,SEC000100,NURS155,Lab 6,Homework,Assignment covering course materials and objectives.,50,2025-11-12,2025-08-04,Active
ASG001080,SEC000258,HIST249,Exam 5,Final,Assignment covering course materials and objectives.,50,2024-08-29,2024-03-03,Draft
ASG001081,SEC000361,PSYC215,Exam 6,Essay,Assignment covering course materials and objectives.,25,2024-05-04,2025-04-02,Active
ASG001082,SEC000359,ENG190,Lab 4,Quiz,Assignment covering course materials and objectives.,25,2025-08-02,2025-12-22,Active
ASG001083,SEC000135,PHYS473,Exam 2,Essay,Assignment covering course materials and objectives.,25,2024-11-13,2024-02-03,Draft
ASG001084,SEC000237,PHYS462,Presentation 3,Lab,Assignment covering course materials and objectives.,20,2025-07-17,2025-01-04,Draft
ASG001085,SEC000134,BUS204,Homework 5,Homework,Assignment covering course materials and objectives.,25,2024-06-11,2025-11-16,Draft
ASG001086,SEC000326,BUS526,Midterm 1,Project,Assignment covering course materials and objectives.,25,2024-09-14,2025-04-17,Draft
ASG001087,SEC000195,ECON554,Project 1,Midterm,Assignment covering course materials and objectives.,50,2025-08-07,2025-09-14,Draft
ASG001088,SEC000165,ECON412,Quiz 1,Homework,Assignment covering course materials and objectives.,50,2025-12-21,2025-11-02,Active
ASG001089,SEC000393,MUS278,Quiz 5,Homework,Assignment covering course materials and objectives.,50,2024-06-22,2024-08-21,Active
ASG001090,SEC000209,ENG247,Quiz 6,Homework,Assignment covering course materials and objectives.,25,2024-05-01,2025-12-30,Active
ASG001091,SEC000256,CS237,Homework 3,Exam,Assignment covering course materials and objectives.,20,2024-02-23,2025-08-24,Active
ASG001092,SEC000163,BUS392,Quiz 4,Homework,Assignment covering course materials and objectives.,10,2024-07-02,2025-08-22,Active
ASG001093,SEC000023,MUS336,Quiz 2,Lab,Assignment covering course materials and objectives.,50,2024-09-19,2025-11-21,Draft
ASG001094,SEC000091,PHYS484,Homework 6,Essay,Assignment covering course materials and objectives.,25,2024-05-09,2024-09-03,Draft
ASG001095,SEC000259,BIO153,Project 1,Lab,Assignment covering course materials and objectives.,100,2025-05-21,2024-12-19,Draft
ASG001096,SEC000360,EDUC496,Lab 6,Presentation,Assignment covering course materials and objectives.,100,2024-10-16,2024-10-17,Active
ASG001097,SEC000196,MUS402,Project 4,Project,Assignment covering course materials and objectives.,20,2025-10-11,2025-07-25,Active
ASG001098,SEC000374,ART182,Presentation 6,Quiz,Assignment covering course materials and objectives.,100,2024-02-13,2024-07-31,Active
